BRANCH_CODE,CMPNY_CODE,TRNSCTN_NMBR,tranaction_id,transaction_pkey,salegroup_id,booth_code,customer_code,product_list,user_code,device_type,Amount,Total Amount,RID,CRN,COMISSION_AMNT,Commission Amount,GST Amount,Cheque Number,Cheque Date,Bank Name ,Branch Name ,Transaction Mode,STATUS,CLRNCE_DATE,CRTD_DATE,ATHRSD_DATE,Aggregrator,Unnamed: 28,Bank Date
0,5648,66712016,208300018,123127,105,2229,2229,"TM 500,STD 500,STD 250,FCM 500,Curd 150,",1492,website,2010.0,2010.0,208300018,208300018b2229,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-03 14:12:27,2020-08-03 14:11:15,2020-08-03 14:12:27,,,2020-08-04 00:00:00
0,5648,66713138,208300021,123180,108,1869,1869,"TM 500,STD 500,STD 250,FCM 500,Curd 150,STD 500,ST",1423,website,4091.0,4091.0,208300021,208300021b1869,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-03 14:30:40,2020-08-03 14:29:36,2020-08-03 14:30:40,,,2020-08-04 00:00:00
0,5648,66713886,208300022,123218,110,2292,2292,"TM 500,STD 500,STD 250,FCM 500,Curd 500,",1503,website,5363.0,5363.0,208300022,208300022b2292,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-03 14:43:40,2020-08-03 14:42:11,2020-08-03 14:43:40,,,2020-08-04 00:00:00
0,5648,66716013,208300026,123268,117,2394,2394,"STD 500,STD 250,FCM 500,Curd 150,STD 500,",1521,website,6640.0,6640.0,208300026,208300026b2394,0.0,0.0,0.0,,,,,INTERNET BANKING,AUTHORISED,2020-08-03 15:20:54,2020-08-03 15:17:47,2020-08-03 15:18:03,ATOM,,2020-08-04 00:00:00
0,5648,66716885,208300027,123320,119,1811,1811,"STD 500,STD 250,FCM 500,STD 500,STD 250,",1411,website,13506.0,13506.0,208300027,208300027b1811,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-03 15:34:13,2020-08-03 15:32:51,2020-08-03 15:34:13,,,2020-08-04 00:00:00
0,5648,66720310,208300035,123613,135,264,264,"TM 500,STD 500,STD 250,FCM 500,Curd 150,Curd 500,S",1333,website,17105.0,17105.0,208300035,208300035b264,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-03 16:53:03,2020-08-03 16:50:41,2020-08-03 16:53:03,,,2020-08-04 00:00:00
0,5648,66757050,208400021,124093,180,2197,2197,"STD 500,STD 250,FCM 500,STD 500,STD 250,",1484,website,15468.0,15468.0,208400021,208400021b2197,0.0,0.0,0.0,,,,,INTERNET BANKING,AUTHORISED,2020-08-04 14:41:37,2020-08-04 14:38:58,2020-08-04 14:39:40,AXIS,,2020-08-04 00:00:00
0,5648,66749995,208400007,123878,157,5526,5526,"STD 500,",2075,website,27072.0,27072.0,208400007,208400007b5526,0.0,0.0,0.0,,,,,INTERNET BANKING,AUTHORISED,2020-08-04 13:21:47,2020-08-04 13:16:14,2020-08-04 13:16:34,ATOM,,2020-08-06 00:00:00
0,5648,66750663,208400008,123898,158,1991,1991,"STD 250,FCM 500,Curd 150,",1963,website,11560.0,11560.0,208400008,208400008b1991,0.0,0.0,0.0,,,,,INTERNET BANKING,AUTHORISED,2020-08-04 13:27:46,2020-08-04 13:23:35,2020-08-04 13:24:27,ATOM,,2020-08-06 00:00:00
0,5648,66781208,208500001,124547,213,2658,2658,"STD 250,Curd 150,",11165,website,2.5,2.5,208500001,208500001b2658,0.0,0.0,0.0,,,,,UPI,AUTHORISED,2020-08-05 08:48:52,2020-08-05 08:45:31,2020-08-05 08:48:52,,,2020-08-06 00:00:00
0,5648,66781361,208500003,124550,11,2658,2658,"STD 250,Curd 150,",11165,website,8.0,8.0,208500003,208500003b2658,0.0,0.0,0.0,,,,,UPI,AUTHORISED,2020-08-05 08:53:47,2020-08-05 08:52:55,2020-08-05 08:53:47,,,2020-08-06 00:00:00
0,5648,66781412,208500004,124552,12,2658,2658,"Curd 150,Curd 100,",11165,website,2.0,2.0,208500004,208500004b2658,0.0,0.0,0.0,,,,,UPI,AUTHORISED,2020-08-05 08:56:52,2020-08-05 08:56:01,2020-08-05 08:56:52,,,2020-08-06 00:00:00
0,5648,66794308,208500006,124649,216,2700,2700,"STD 500,STD 250,FCM 500,STD 500,STD 250,Curd 500,",18293,website,3257.0,3257.0,208500006,208500006b2700,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-05 12:32:50,2020-08-05 12:31:11,2020-08-05 12:32:50,,,2020-08-06 00:00:00
0,5648,66797619,208500008,124709,219,2292,2292,"TM 500,STD 500,STD 250,FCM 500,Curd 500,",1503,website,5872.0,5872.0,208500008,208500008b2292,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-05 13:08:33,2020-08-05 13:06:58,2020-08-05 13:08:33,,,2020-08-06 00:00:00
0,5648,66797955,208500009,124715,220,2637,2637,"TM 500,STD 500,STD 250,FCM 500,Curd 150,Curd 500,",11145,website,3682.0,3682.0,208500009,208500009b2637,0.0,0.0,0.0,,,,,UPI,AUTHORISED,2020-08-05 13:11:36,2020-08-05 13:10:27,2020-08-05 13:11:36,,,2020-08-06 00:00:00
0,5648,66803161,208500010,124848,221,57,57,"TM 500,STD 500,STD 250,FCM 500,Curd 150,STD 500,ST",1608,website,5830.0,5830.0,208500010,208500010b57,0.0,0.0,0.0,,,,,UPI,AUTHORISED,2020-08-05 14:12:49,2020-08-05 14:10:39,2020-08-05 14:12:49,,,2020-08-06 00:00:00
0,5648,66808399,208500012,124924,224,2229,2229,"TM 500,STD 500,STD 250,FCM 500,Curd 150,",1492,website,1796.5,1796.5,208500012,208500012b2229,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-05 15:17:21,2020-08-05 15:16:13,2020-08-05 15:17:21,,,2020-08-06 00:00:00
0,5648,66809038,208500014,124935,226,2296,2296,"STD 500,STD 250,FCM 500,Curd 500,STD 500,STD 250,",2386,website,18066.5,18066.5,208500014,208500014b2296,0.0,0.0,0.0,,,,,INTERNET BANKING,AUTHORISED,2020-08-05 15:28:01,2020-08-05 15:24:47,2020-08-05 15:25:23,ATOM,,2020-08-06 00:00:00
0,5648,66809682,208500015,124973,228,2197,2197,"STD 250,FCM 500,STD 500,STD 250,",1484,website,13776.0,13776.0,208500015,208500015b2197,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-05 15:36:01,2020-08-05 15:33:08,2020-08-05 15:36:01,,,2020-08-06 00:00:00
0,5648,66810037,208500017,124995,231,9003,9003,"Curd 150,Curd 500,",9712,website,2150.0,2150.0,208500017,208500017b9003,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-05 15:40:17,2020-08-05 15:38:01,2020-08-05 15:40:17,,,2020-08-06 00:00:00
0,5648,66812255,208500022,125113,240,1811,1811,"STD 500,STD 250,FCM 500,STD 500,STD 250,",1411,website,13213.0,13213.0,208500022,208500022b1811,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-05 16:12:26,2020-08-05 16:09:29,2020-08-05 16:12:26,,,2020-08-06 00:00:00
0,5648,66812484,208500023,125123,242,2123,2123,"STD 500,STD 250,FCM 500,STD 500,STD 250,",1969,website,3792.0,3792.0,208500023,208500023b2123,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-05 16:15:22,2020-08-05 16:12:53,2020-08-05 16:15:22,,,2020-08-06 00:00:00
0,5648,66813426,208500025,125168,246,264,264,"TM 500,STD 500,STD 250,FCM 500,Curd 150,Curd 500,S",1333,website,15281.0,15281.0,208500025,208500025b264,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-05 16:28:51,2020-08-05 16:27:21,2020-08-05 16:28:51,,,2020-08-06 00:00:00
0,5648,66808061,208500011,124922,223,1991,1991,"STD 250,FCM 500,",1963,website,10044.0,10044.0,208500011,208500011b1991,0.0,0.0,0.0,,,,,INTERNET BANKING,AUTHORISED,2020-08-05 15:14:49,2020-08-05 15:11:43,2020-08-05 15:11:52,ATOM,,2020-08-09 00:00:00
0,5648,66808437,208500013,124925,225,5526,5526,"STD 500,",2075,website,24252.0,24252.0,208500013,208500013b5526,0.0,0.0,0.0,,,,,INTERNET BANKING,AUTHORISED,2020-08-05 15:19:36,2020-08-05 15:16:41,2020-08-05 15:16:50,ATOM,,2020-08-09 00:00:00
0,5648,66838285,208600005,125373,14,872,CBE426623,"FCM 1000,",19019,website,6000.0,6000.0,208600005,208600005bCBE426623,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 11:17:01,2020-08-06 11:15:46,2020-08-06 11:17:01,,,2020-08-09 00:00:00
0,5648,66838561,208600006,125378,257,350,350,"STD 500,STD 250,STD 500,STD 250,",1341,website,8924.0,8924.0,208600006,208600006b350,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 11:21:11,2020-08-06 11:18:35,2020-08-06 11:21:11,,,2020-08-09 00:00:00
0,5648,66845599,208600008,125444,261,2229,2229,"TM 500,STD 500,STD 250,FCM 500,",1492,website,1636.5,1636.5,208600008,208600008b2229,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 12:28:55,2020-08-06 12:27:08,2020-08-06 12:28:55,,,2020-08-09 00:00:00
0,5648,66853039,208600020,125565,280,2197,2197,"STD 500,STD 250,FCM 500,STD 500,STD 250,",1484,website,14328.0,14328.0,208600020,208600020b2197,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 13:37:36,2020-08-06 13:36:25,2020-08-06 13:37:36,,,2020-08-09 00:00:00
0,5648,66853623,208600022,125577,284,9003,9003,"Curd 500,",9712,website,1100.0,1100.0,208600022,208600022b9003,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 13:44:23,2020-08-06 13:42:37,2020-08-06 13:44:23,,,2020-08-09 00:00:00
0,5648,66854522,208600026,125594,291,1821,1821,"STD 500,STD 250,FCM 500,Curd 150,STD 250,",1413,website,8728.0,8728.0,208600026,208600026b1821,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 13:55:28,2020-08-06 13:52:24,2020-08-06 13:55:28,,,2020-08-09 00:00:00
0,5648,66854940,208600028,125604,295,57,57,"TM 500,STD 500,STD 250,FCM 500,Curd 150,STD 500,ST",1608,website,5710.0,5710.0,208600028,208600028b57,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 13:58:58,2020-08-06 13:57:28,2020-08-06 13:58:58,,,2020-08-09 00:00:00
0,5648,66858760,208600034,125682,302,2700,2700,"STD 250,FCM 500,STD 500,STD 250,Curd 150,Curd 500,",18293,website,2446.0,2446.0,208600034,208600034b2700,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 14:41:08,2020-08-06 14:38:22,2020-08-06 14:41:08,,,2020-08-09 00:00:00
0,5648,66859778,208600035,125708,304,1869,1869,"TM 500,STD 500,STD 250,FCM 500,Curd 150,STD 500,ST",1423,website,3627.0,3627.0,208600035,208600035b1869,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 14:51:15,2020-08-06 14:49:53,2020-08-06 14:51:15,,,2020-08-09 00:00:00
0,5648,66860175,208600036,125717,306,2637,2637,"TM 500,STD 500,STD 250,FCM 500,Curd 150,",11145,website,3305.0,3305.0,208600036,208600036b2637,0.0,0.0,0.0,,,,,UPI,AUTHORISED,2020-08-06 14:55:57,2020-08-06 14:54:31,2020-08-06 14:55:57,,,2020-08-09 00:00:00
0,5648,66863664,208600038,125864,308,1811,1811,"STD 500,STD 250,FCM 500,STD 500,STD 250,",1411,website,12973.0,12973.0,208600038,208600038b1811,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 15:37:13,2020-08-06 15:34:56,2020-08-06 15:37:13,,,2020-08-09 00:00:00
0,5648,66864959,208600041,125929,312,2296,2296,"STD 500,STD 250,FCM 500,Curd 500,STD 500,STD 250,",2386,website,14352.5,14352.5,208600041,208600041b2296,0.0,0.0,0.0,,,,,INTERNET BANKING,AUTHORISED,2020-08-06 15:53:27,2020-08-06 15:50:55,2020-08-06 15:51:09,ATOM,,2020-08-09 00:00:00
0,5648,66866234,208600044,125995,316,2628,2628,"STD 500,FCM 500,STD 500,STD 250,",10885,website,7128.0,7128.0,208600044,208600044b2628,0.0,0.0,0.0,,,,,UPI,AUTHORISED,2020-08-06 16:08:53,2020-08-06 16:07:27,2020-08-06 16:08:53,,,2020-08-09 00:00:00
0,5648,66867228,208600046,126037,320,2292,2292,"TM 500,STD 500,STD 250,FCM 500,",1503,website,5627.0,5627.0,208600046,208600046b2292,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 16:23:33,2020-08-06 16:22:17,2020-08-06 16:23:33,,,2020-08-09 00:00:00
0,5648,66868492,208600047,126100,321,264,264,"TM 500,STD 500,STD 250,FCM 500,Curd 500,STD 500,ST",1333,website,16929.0,16929.0,208600047,208600047b264,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-06 16:41:06,2020-08-06 16:39:37,2020-08-06 16:41:06,,,2020-08-09 00:00:00
0,5648,66870755,208600048,126202,15,252,CBE426607,"FCM 1000,",19001,website,600.0,600.0,208600048,208600048bCBE426607,0.0,0.0,0.0,,,,,INTERNET BANKING,AUTHORISED,2020-08-06 17:21:02,2020-08-06 17:18:20,2020-08-06 17:19:03,ATOM,,2020-08-09 00:00:00
0,5648,66885449,208700001,126208,13,350,350,"STD 500,STD 250,STD 500,STD 250,",1341,website,2934.0,2934.0,208700001,208700001b350,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 07:43:39,2020-08-07 07:41:46,2020-08-07 07:43:39,,,2020-08-09 00:00:00
0,5648,66895693,208700006,126276,323,2208,2208,"TM 500,STD 500,STD 250,FCM 500,",1487,website,7769.5,7769.5,208700006,208700006b2208,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 11:33:59,2020-08-07 11:31:02,2020-08-07 11:33:59,,,2020-08-09 00:00:00
0,5648,66901353,208700007,126323,324,2292,2292,"TM 500,STD 500,STD 250,FCM 500,",1503,website,5063.0,5063.0,208700007,208700007b2292,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 12:22:19,2020-08-07 12:20:41,2020-08-07 12:22:19,,,2020-08-09 00:00:00
0,5648,66910291,208700008,126442,325,2229,2229,"TM 500,STD 500,STD 250,FCM 500,Curd 150,",1492,website,2108.5,2108.5,208700008,208700008b2229,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 13:43:52,2020-08-07 13:41:51,2020-08-07 13:43:52,,,2020-08-09 00:00:00
0,5648,66914830,208700012,126518,330,2197,2197,"STD 500,STD 250,FCM 500,STD 500,STD 250,",1484,website,25068.0,25068.0,208700012,208700012b2197,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 14:27:04,2020-08-07 14:25:34,2020-08-07 14:27:04,,,2020-08-09 00:00:00
0,5648,66915129,208700013,126519,332,9003,9003,"Curd 150,Curd 500,",9712,website,2984.0,2984.0,208700013,208700013b9003,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 14:30:20,2020-08-07 14:28:41,2020-08-07 14:30:20,,,2020-08-09 00:00:00
0,5648,66917870,208700019,126599,339,2700,2700,"STD 500,FCM 500,Curd 150,Curd 500,STD 500,STD 250,",18293,website,2698.0,2698.0,208700019,208700019b2700,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 14:59:15,2020-08-07 14:57:25,2020-08-07 14:59:15,,,2020-08-09 00:00:00
0,5648,66919328,208700020,126676,341,1869,1869,"TM 500,STD 500,STD 250,FCM 500,Curd 150,STD 500,ST",1423,website,3355.0,3355.0,208700020,208700020b1869,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 15:12:52,2020-08-07 15:11:49,2020-08-07 15:12:52,,,2020-08-09 00:00:00
0,5648,66922321,208700025,126771,347,1858,1858,"TM 500,STD 500,STD 250,FCM 500,Curd 150,Curd 500,",1931,website,13409.0,13409.0,208700025,208700025b1858,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 15:49:07,2020-08-07 15:44:41,2020-08-07 15:49:07,,,2020-08-09 00:00:00
0,5648,66922401,208700026,126774,348,1811,1811,"STD 500,STD 250,FCM 500,STD 500,STD 250,",1411,website,15585.0,15585.0,208700026,208700026b1811,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 15:47:13,2020-08-07 15:45:35,2020-08-07 15:47:13,,,2020-08-09 00:00:00
0,5648,66922850,208700028,126795,352,1096,1096,"TM 500,STD 500,STD 250,FCM 500,Curd 100,",1383,website,17053.0,17053.0,208700028,208700028b1096,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 15:53:22,2020-08-07 15:50:49,2020-08-07 15:53:22,,,2020-08-09 00:00:00
0,5648,66923982,208700031,126831,356,2700,2700,"FCM 500,STD 500,STD 250,",18293,website,1588.0,1588.0,208700031,208700031b2700,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 16:06:40,2020-08-07 16:04:52,2020-08-07 16:06:40,,,2020-08-09 00:00:00
0,5648,66925710,208700036,126905,363,2712,2712,"FCM 500,STD 500,STD 250,Curd 150,Curd 500,",18759,website,1053.5,1053.5,208700036,208700036b2712,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 16:30:10,2020-08-07 16:28:04,2020-08-07 16:30:10,,,2020-08-09 00:00:00
0,5648,66925974,208700037,126922,365,264,264,"TM 500,STD 500,STD 250,FCM 500,Curd 500,STD 500,ST",1333,website,15228.5,15228.5,208700037,208700037b264,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 16:32:29,2020-08-07 16:31:13,2020-08-07 16:32:29,,,2020-08-09 00:00:00
0,5648,66926084,208700038,126928,367,1875,1875,"TM 500,STD 500,STD 250,FCM 500,",1426,website,40197.0,40197.0,208700038,208700038b1875,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 16:34:12,2020-08-07 16:32:47,2020-08-07 16:34:12,,,2020-08-09 00:00:00
0,5648,66927051,208700041,126973,372,1766,1766,"STD 500,STD 250,FCM 500,STD 500,STD 250,",2295,website,19613.0,19613.0,208700041,208700041b1766,0.0,0.0,0.0,,,,,INTERNET BANKING,AUTHORISED,2020-08-07 16:48:46,2020-08-07 16:45:30,2020-08-07 16:46:28,AXIS,,2020-08-09 00:00:00
0,5648,66927332,208700042,126989,374,350,350,"STD 500,STD 250,STD 500,STD 250,",1341,website,8924.0,8924.0,208700042,208700042b350,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 16:50:37,2020-08-07 16:49:19,2020-08-07 16:50:37,,,2020-08-09 00:00:00
0,5648,66927567,208700043,127002,376,9005,9005,"Curd 150,",9722,website,3500.0,3500.0,208700043,208700043b9005,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 16:53:30,2020-08-07 16:52:38,2020-08-07 16:53:30,,,2020-08-09 00:00:00
0,5648,66938685,208700045,127067,17,1875,1875,"TM 500,STD 500,STD 250,FCM 500,STD 500,STD 250,",1426,website,7404.0,7404.0,208700045,208700045b1875,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-07 20:38:09,2020-08-07 20:28:24,2020-08-07 20:38:09,,,2020-08-09 00:00:00
0,5648,66944991,208800003,127073,23,1766,1766,"STD 500,STD 250,FCM 500,STD 500,STD 250,",2295,website,564.0,564.0,208800003,208800003b1766,0.0,0.0,0.0,,,,,INTERNET BANKING,AUTHORISED,2020-08-08 07:48:34,2020-08-08 07:46:15,2020-08-08 07:47:06,AXIS,,2020-08-09 00:00:00
0,5648,66945458,208800004,127074,377,350,350,"STD 500,STD 250,STD 500,STD 250,",1341,website,8924.0,8924.0,208800004,208800004b350,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-08 08:24:23,2020-08-08 08:22:32,2020-08-08 08:24:23,,,2020-08-09 00:00:00
0,5648,66956036,208800006,127100,23,872,CBE103092,"FCM 1000,",6648,website,2025.0,2025.0,208800006,208800006bCBE103092,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-08 12:51:36,2020-08-08 12:48:02,2020-08-08 12:51:36,,,2020-08-09 00:00:00
0,5648,66960210,208800020,127182,392,1869,1869,"TM 500,STD 500,STD 250,FCM 500,Curd 150,",1423,website,3387.0,3387.0,208800020,208800020b1869,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-08 14:16:43,2020-08-08 14:15:23,2020-08-08 14:16:43,,,2020-08-09 00:00:00
0,5648,66960254,208800022,127189,394,2229,2229,"TM 500,STD 500,STD 250,FCM 500,",1492,website,1952.5,1952.5,208800022,208800022b2229,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-08 14:18:05,2020-08-08 14:16:44,2020-08-08 14:18:05,,,2020-08-09 00:00:00
0,5648,66960939,208800024,127212,396,2292,2292,"TM 500,STD 500,STD 250,FCM 500,",1503,website,3342.0,3342.0,208800024,208800024b2292,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-08 14:35:27,2020-08-08 14:34:23,2020-08-08 14:35:27,,,2020-08-09 00:00:00
0,5648,66962465,208800031,127322,403,2197,2197,"STD 500,STD 250,FCM 500,STD 500,STD 250,",1484,website,17160.0,17160.0,208800031,208800031b2197,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-08 15:17:29,2020-08-08 15:15:12,2020-08-08 15:17:29,,,2020-08-09 00:00:00
0,5648,66962570,208800032,127327,405,9003,9003,"Curd 150,Curd 500,",9712,website,2150.0,2150.0,208800032,208800032b9003,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-08 15:19:34,2020-08-08 15:18:37,2020-08-08 15:19:34,,,2020-08-09 00:00:00
0,5648,66963083,208800037,127350,409,1811,1811,"STD 500,STD 250,FCM 500,",1411,website,10669.0,10669.0,208800037,208800037b1811,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-08 15:34:58,2020-08-08 15:33:35,2020-08-08 15:34:58,,,2020-08-09 00:00:00
0,5648,66963671,208800039,127406,411,1096,1096,"TM 500,STD 500,STD 250,FCM 500,",1383,website,12961.0,12961.0,208800039,208800039b1096,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-08 15:50:59,2020-08-08 15:49:38,2020-08-08 15:50:59,,,2020-08-09 00:00:00
0,5648,66963987,208800040,127428,412,480,480,"TM 500,STD 500,STD 250,FCM 500,",1359,website,10869.0,10869.0,208800040,208800040b480,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-08 16:00:29,2020-08-08 15:58:53,2020-08-08 16:00:29,,,2020-08-09 00:00:00
0,5648,66964418,208800044,127462,417,9005,9005,"Curd 150,",9722,website,2100.0,2100.0,208800044,208800044b9005,0.0,0.0,0.0,,,,,Credit Card/Debit card,AUTHORISED,2020-08-08 16:12:08,2020-08-08 16:09:58,2020-08-08 16:12:08,,,2020-08-09 00:00:00
